2021-11-30 17:18:34,199: "'"
2021-11-30 17:18:34,202: Key.shift
2021-11-30 17:18:34,452: Key.shift
2021-11-30 17:18:34,462: '"'
2021-11-30 17:18:35,001: Key.left
2021-11-30 17:18:35,506: Key.backspace
2021-11-30 17:18:35,719: Key.shift
2021-11-30 17:18:35,851: '"'
2021-11-30 17:18:36,370: 'E'
2021-11-30 17:18:36,957: 'q'
2021-11-30 17:18:37,202: 'u'
2021-11-30 17:18:37,404: 'a'
2021-11-30 17:18:37,506: 'l'
2021-11-30 17:18:37,730: Key.enter
2021-11-30 17:18:38,612: Key.enter
2021-11-30 17:18:41,005: 'e'
2021-11-30 17:18:41,107: 'x'
2021-11-30 17:18:41,291: 'i'
2021-11-30 17:18:41,989: 't'
2021-11-30 17:18:42,396: Key.shift
2021-11-30 17:18:42,640: Key.enter
2021-11-30 17:18:43,239: 'e'
2021-11-30 17:18:43,372: 'x'
2021-11-30 17:18:43,675: 'i'
2021-11-30 17:18:43,797: 't'
2021-11-30 17:18:44,030: Key.shift
2021-11-30 17:18:44,090: '('
2021-11-30 17:18:44,193: ')'
2021-11-30 17:18:44,568: Key.enter
2021-11-30 17:19:06,739: Key.alt_l
2021-11-30 17:19:06,830: Key.tab
2021-11-30 17:20:01,258: 'f'
2021-11-30 17:20:01,420: 'a'
2021-11-30 17:20:01,598: 'c'
2021-11-30 17:20:01,759: 'e'
2021-11-30 17:20:01,762: Key.enter
2021-11-30 17:20:31,072: 'c'
2021-11-30 17:20:31,194: 'e'
2021-11-30 17:20:31,720: 'l'
2021-11-30 17:20:31,914: 'l'
2021-11-30 17:20:32,075: Key.space
2021-11-30 17:20:32,288: 'p'
2021-11-30 17:20:32,462: 'h'
2021-11-30 17:20:32,587: 'o'
2021-11-30 17:20:32,745: 'n'
2021-11-30 17:20:32,816: 'e'
2021-11-30 17:20:32,979: Key.space
2021-11-30 17:20:33,161: 'i'
2021-11-30 17:20:33,283: 's'
2021-11-30 17:20:33,409: Key.space
2021-11-30 17:20:33,578: 'o'
2021-11-30 17:20:34,217: Key.backspace
2021-11-30 17:20:34,361: 'd'
2021-11-30 17:20:34,463: 'e'
2021-11-30 17:20:34,615: 'a'
2021-11-30 17:20:34,766: 'd'
2021-11-30 17:20:35,181: Key.enter
2021-11-30 17:20:43,937: 'a'
2021-11-30 17:20:44,121: 'c'
2021-11-30 17:20:44,425: 't'
2021-11-30 17:20:44,609: 'u'
2021-11-30 17:20:44,902: 'a'
2021-11-30 17:20:45,076: 'l'
2021-11-30 17:20:45,278: 'l'
2021-11-30 17:20:45,349: 'y'
2021-11-30 17:20:45,695: ','
2021-11-30 17:20:46,010: Key.space
2021-11-30 17:20:46,233: 'i'
2021-11-30 17:20:46,771: Key.space
2021-11-30 17:20:46,932: 'd'
2021-11-30 17:20:47,038: 'o'
2021-11-30 17:20:47,186: 'n'
2021-11-30 17:20:47,287: 't'
2021-11-30 17:20:47,398: Key.space
2021-11-30 17:20:48,342: 'h'
2021-11-30 17:20:48,493: 'a'
2021-11-30 17:20:48,718: 'v'
2021-11-30 17:20:48,850: 'e'
2021-11-30 17:20:49,053: Key.space
2021-11-30 17:20:49,256: 't'
2021-11-30 17:20:49,489: 'a'
2021-11-30 17:20:49,492: 'h'
2021-11-30 17:20:49,615: 't'
2021-11-30 17:20:49,764: Key.space
2021-11-30 17:20:49,967: 's'
2021-11-30 17:20:50,381: Key.backspace
2021-11-30 17:20:50,564: Key.backspace
2021-11-30 17:20:50,738: Key.backspace
2021-11-30 17:20:50,889: Key.backspace
2021-11-30 17:20:51,194: Key.backspace
2021-11-30 17:20:51,652: 'h'
2021-11-30 17:20:51,743: 'a'
2021-11-30 17:20:51,865: 't'
2021-11-30 17:20:51,976: Key.space
2021-11-30 17:20:52,249: 's'
2021-11-30 17:20:52,370: 'e'
2021-11-30 17:20:52,492: 't'
2021-11-30 17:20:52,676: 'i'
2021-11-30 17:20:52,777: 'i'
2021-11-30 17:20:53,031: 'p'
2021-11-30 17:20:53,497: Key.backspace
2021-11-30 17:20:53,659: Key.backspace
2021-11-30 17:20:54,432: Key.backspace
2021-11-30 17:20:54,737: 'u'
2021-11-30 17:20:54,818: 'p'
2021-11-30 17:20:55,020: Key.enter
2021-11-30 17:20:55,577: 's'
2021-11-30 17:20:55,701: 'o'
2021-11-30 17:20:55,873: 'r'
2021-11-30 17:20:56,065: 'r'
2021-11-30 17:20:56,142: 'y'
2021-11-30 17:20:56,330: Key.space
2021-11-30 17:20:56,492: 'f'
2021-11-30 17:20:56,587: 'o'
2021-11-30 17:20:56,748: 'r'
2021-11-30 17:20:56,858: Key.space
2021-11-30 17:20:57,112: 't'
2021-11-30 17:20:57,264: 'h'
2021-11-30 17:20:57,465: 'e'
2021-11-30 17:20:57,628: Key.space
2021-11-30 17:20:57,761: 'd'
2021-11-30 17:20:57,973: 'e'
2021-11-30 17:20:58,126: 'l'
2021-11-30 17:20:58,288: 'a'
2021-11-30 17:20:58,541: 'y'
2021-11-30 17:20:58,816: Key.space
2021-11-30 17:20:59,659: 'i'
2021-11-30 17:20:59,903: Key.space
2021-11-30 17:21:00,115: 'w'
2021-11-30 17:21:00,217: 'i'
2021-11-30 17:21:00,460: 'l'
2021-11-30 17:21:00,602: 'l'
2021-11-30 17:21:00,977: Key.space
2021-11-30 17:21:01,150: 'l'
2021-11-30 17:21:01,221: 'e'
2021-11-30 17:21:01,383: 't'
2021-11-30 17:21:01,555: Key.space
2021-11-30 17:21:01,708: 'y'
2021-11-30 17:21:03,809: 'o'
2021-11-30 17:21:04,336: 'u'
2021-11-30 17:21:04,701: Key.space
2021-11-30 17:21:04,824: 'k'
2021-11-30 17:21:04,946: 'n'
2021-11-30 17:21:05,137: 'o'
2021-11-30 17:21:05,271: 'w'
2021-11-30 17:21:05,413: Key.space
2021-11-30 17:21:05,524: 'w'
2021-11-30 17:21:05,615: 'h'
2021-11-30 17:21:05,860: 'e'
2021-11-30 17:21:05,900: 'n'
2021-11-30 17:21:06,172: Key.space
2021-11-30 17:21:06,488: Key.shift
2021-11-30 17:21:06,742: Key.shift
2021-11-30 17:21:06,782: Key.shift
2021-11-30 17:21:06,793: 'I'
2021-11-30 17:21:07,331: Key.space
2021-11-30 17:21:08,255: 'a'
2021-11-30 17:21:08,366: 'm'
2021-11-30 17:21:08,619: Key.space
2021-11-30 17:21:08,762: 'a'
2021-11-30 17:21:08,904: 'b'
2021-11-30 17:21:09,188: 'l'
2021-11-30 17:21:09,402: 'e'
2021-11-30 17:21:09,573: Key.space
2021-11-30 17:21:09,869: 't'
2021-11-30 17:21:09,974: 'o'
2021-11-30 17:21:10,243: Key.space
2021-11-30 17:21:10,396: 'd'
2021-11-30 17:21:10,618: 'i'
2021-11-30 17:21:10,802: 's'
2021-11-30 17:21:11,147: 'c'
2021-11-30 17:21:11,329: 'u'
2021-11-30 17:21:11,541: 's'
2021-11-30 17:21:11,744: 's'
2021-11-30 17:21:11,887: Key.space
2021-11-30 17:21:12,059: 't'
2021-11-30 17:21:12,160: 'h'
2021-11-30 17:21:12,354: 'i'
2021-11-30 17:21:12,496: 'n'
2021-11-30 17:21:12,627: 'g'
2021-11-30 17:21:12,758: 's'
2021-11-30 17:21:12,844: Key.space
2021-11-30 17:21:13,013: 'o'
2021-11-30 17:21:13,124: 'n'
2021-11-30 17:21:13,317: Key.space
2021-11-30 17:21:13,418: 'c'
2021-11-30 17:21:13,651: 'a'
2021-11-30 17:21:13,792: 'l'
2021-11-30 17:21:13,976: 'l'
2021-11-30 17:21:14,087: Key.enter
2021-11-30 17:21:33,422: Key.shift
2021-11-30 17:21:33,595: '<'
2021-11-30 17:21:33,837: 'i'
2021-11-30 17:21:33,968: 'n'
2021-11-30 17:21:34,153: 'p'
2021-11-30 17:21:34,345: 'u'
2021-11-30 17:21:34,446: 't'
2021-11-30 17:21:34,660: Key.space
2021-11-30 17:21:35,887: '/'
2021-11-30 17:21:36,060: Key.shift
2021-11-30 17:21:36,213: '>'
2021-11-30 17:21:36,923: Key.shift
2021-11-30 17:21:36,974: Key.enter
2021-11-30 17:21:38,582: Key.up
2021-11-30 17:21:38,934: Key.shift
2021-11-30 17:21:39,034: Key.enter
2021-11-30 17:21:39,494: Key.up
2021-11-30 17:21:39,929: 'c'
2021-11-30 17:21:40,275: 'h'
2021-11-30 17:21:40,386: 'a'
2021-11-30 17:21:40,512: 'n'
2021-11-30 17:21:40,671: 'g'
2021-11-30 17:21:40,781: 'e'
2021-11-30 17:21:41,034: Key.space
2021-11-30 17:21:41,665: 'i'
2021-11-30 17:21:42,243: Key.backspace
2021-11-30 17:21:42,395: Key.shift
2021-11-30 17:21:42,546: '>'
2021-11-30 17:21:42,830: 'i'
2021-11-30 17:21:43,165: Key.backspace
2021-11-30 17:21:43,338: Key.backspace
2021-11-30 17:21:43,611: Key.shift
2021-11-30 17:21:43,865: Key.shift
2021-11-30 17:21:43,886: '<'
2021-11-30 17:21:44,211: 'i'
2021-11-30 17:21:44,494: 'n'
2021-11-30 17:21:44,870: 'p'
2021-11-30 17:21:45,165: 'u'
2021-11-30 17:21:45,307: 't'
2021-11-30 17:21:46,179: Key.shift
2021-11-30 17:21:46,322: '?'
2021-11-30 17:21:46,899: Key.backspace
2021-11-30 17:21:47,711: '?'
2021-11-30 17:21:48,340: Key.shift
2021-11-30 17:21:48,492: Key.backspace
2021-11-30 17:21:48,786: Key.shift
2021-11-30 17:21:49,243: Key.shift
2021-11-30 17:21:49,456: '>'
2021-11-30 17:21:50,848: Key.space
2021-11-30 17:21:51,233: 't'
2021-11-30 17:21:51,395: 'o'
2021-11-30 17:21:53,172: Key.down
2021-11-30 17:21:53,687: Key.shift
2021-11-30 17:21:53,779: Key.enter
2021-11-30 17:21:54,642: 'y'
2021-11-30 17:21:54,725: 'o'
2021-11-30 17:21:54,927: 'u'
2021-11-30 17:21:55,180: Key.space
2021-11-30 17:21:55,303: 'a'
2021-11-30 17:21:55,374: 'r'
2021-11-30 17:21:55,496: 'e'
2021-11-30 17:21:55,577: Key.space
2021-11-30 17:21:55,759: 'm'
2021-11-30 17:21:55,851: 'i'
2021-11-30 17:21:56,043: 's'
2021-11-30 17:21:56,256: 's'
2021-11-30 17:21:56,372: 'i'
2021-11-30 17:21:56,479: 'n'
2021-11-30 17:21:56,631: 'g'
2021-11-30 17:21:56,742: Key.space
2021-11-30 17:21:58,721: 'b'
2021-11-30 17:21:58,782: 'a'
2021-11-30 17:21:58,965: 'c'
2021-11-30 17:21:59,080: 'k'
2021-11-30 17:21:59,838: 's'
2021-11-30 17:21:59,954: 'l'
2021-11-30 17:22:00,132: 'a'
2021-11-30 17:22:00,274: 's'
2021-11-30 17:22:00,458: 'h'
2021-11-30 17:22:02,184: Key.left
2021-11-30 17:22:02,388: Key.left
2021-11-30 17:22:02,581: Key.left
2021-11-30 17:22:02,733: Key.left
2021-11-30 17:22:03,045: Key.backspace
2021-11-30 17:22:03,207: Key.backspace
2021-11-30 17:22:03,379: Key.backspace
2021-11-30 17:22:03,552: Key.backspace
2021-11-30 17:22:03,744: Key.backspace
2021-11-30 17:22:04,050: 's'
2021-11-30 17:22:04,262: Key.enter
2021-11-30 17:25:19,518: Key.shift
2021-11-30 17:25:19,770: Key.shift
2021-11-30 17:25:19,811: Key.shift
2021-11-30 17:25:19,851: Key.shift
2021-11-30 17:25:19,892: Key.shift
2021-11-30 17:25:19,932: Key.shift
2021-11-30 17:25:19,973: Key.shift
2021-11-30 17:25:20,013: Key.shift
2021-11-30 17:25:20,055: Key.shift
2021-11-30 17:25:20,095: Key.shift
2021-11-30 17:25:20,135: Key.shift
2021-11-30 17:25:20,176: 'I'
2021-11-30 17:25:21,201: "'"
2021-11-30 17:25:21,544: 'm'
2021-11-30 17:25:21,758: Key.space
2021-11-30 17:25:22,935: 'i'
2021-11-30 17:25:23,169: Key.space
2021-11-30 17:25:23,575: 'w'
2021-11-30 17:25:23,656: 'i'
2021-11-30 17:25:23,908: 'l'
2021-11-30 17:25:24,081: 'l'
2021-11-30 17:25:24,314: Key.space
2021-11-30 17:25:24,506: 'd'
2021-11-30 17:25:24,619: 'i'
2021-11-30 17:25:24,812: 's'
2021-11-30 17:25:25,227: 'c'
2021-11-30 17:25:25,342: 'u'
2021-11-30 17:25:25,570: 's'
2021-11-30 17:25:25,875: 's'
2021-11-30 17:25:25,878: Key.space
2021-11-30 17:25:26,110: 'i'
2021-11-30 17:25:26,262: 't'
2021-11-30 17:25:26,403: Key.space
2021-11-30 17:25:26,647: 'w'
2021-11-30 17:25:26,790: 'i'
2021-11-30 17:25:27,155: 't'
2021-11-30 17:25:27,251: 'h'
2021-11-30 17:25:27,468: Key.space
2021-11-30 17:25:27,663: 'm'
2021-11-30 17:25:28,413: 'y'
2021-11-30 17:25:28,565: Key.space
2021-11-30 17:25:28,819: 'f'
2021-11-30 17:25:28,900: 'r'
2021-11-30 17:25:29,015: 'i'
2021-11-30 17:25:29,184: 'e'
2021-11-30 17:25:29,309: 'n'
2021-11-30 17:25:29,528: 'd'
2021-11-30 17:25:29,660: Key.space
2021-11-30 17:25:29,914: 'a'
2021-11-30 17:25:30,159: 's'
2021-11-30 17:25:30,310: Key.space
2021-11-30 17:25:30,543: 'h'
2021-11-30 17:25:30,676: 'e'
2021-11-30 17:25:30,858: Key.space
2021-11-30 17:25:35,696: 'h'
2021-11-30 17:25:35,808: 'a'
2021-11-30 17:25:35,991: 's'
2021-11-30 17:25:36,092: Key.space
2021-11-30 17:25:36,377: 's'
2021-11-30 17:25:36,478: 'e'
2021-11-30 17:25:36,944: 't'
2021-11-30 17:25:37,039: 'u'
2021-11-30 17:25:37,309: 'p'
2021-11-30 17:25:37,462: Key.space
2021-11-30 17:25:37,644: 'a'
2021-11-30 17:25:37,726: 'b'
2021-11-30 17:25:37,990: 'o'
2021-11-30 17:25:38,121: 'o'
2021-11-30 17:25:38,457: 'u'
2021-11-30 17:25:38,659: 't'
2021-11-30 17:25:38,954: Key.space
2021-11-30 17:25:39,380: Key.backspace
2021-11-30 17:25:39,572: Key.backspace
2021-11-30 17:25:39,765: Key.backspace
2021-11-30 17:25:40,242: Key.backspace
2021-11-30 17:25:40,819: 'u'
2021-11-30 17:25:40,952: 't'
2021-11-30 17:25:41,174: Key.space
2021-11-30 17:25:41,292: 't'
2021-11-30 17:25:41,338: 'h'
2021-11-30 17:25:41,550: 'i'
2021-11-30 17:25:41,732: 's'
2021-11-30 17:25:41,906: Key.enter
2021-11-30 17:25:44,342: 'b'
2021-11-30 17:25:44,524: 'i'
2021-11-30 17:25:44,616: 't'
2021-11-30 17:25:44,890: 'c'
2021-11-30 17:25:44,971: 'o'
2021-11-30 17:25:45,152: 'i'
2021-11-30 17:25:45,295: 'n'
2021-11-30 17:25:45,507: Key.space
2021-11-30 17:25:46,879: Key.down
2021-11-30 17:25:47,254: Key.down
2021-11-30 17:25:47,871: Key.enter
2021-11-30 17:26:13,870: 's'
2021-11-30 17:26:38,321: Key.backspace
2021-11-30 17:26:38,486: Key.backspace
2021-11-30 17:26:38,678: Key.backspace
2021-11-30 17:26:38,840: Key.backspace
2021-11-30 17:26:39,581: '0'
2021-11-30 17:26:40,857: '.'
2021-11-30 17:26:41,731: '1'
2021-11-30 17:26:46,912: Key.backspace
2021-11-30 17:26:47,247: '0'
2021-11-30 17:26:47,419: '0'
2021-11-30 17:26:47,593: '0'
2021-11-30 17:26:48,120: '1'
2021-11-30 17:26:50,431: Key.backspace
2021-11-30 17:26:50,808: '2'
2021-11-30 17:26:51,517: Key.backspace
2021-11-30 17:26:51,751: '3'
2021-11-30 17:26:53,961: Key.backspace
2021-11-30 17:26:54,417: Key.backspace
2021-11-30 17:26:54,693: '3'
2021-11-30 17:30:17,067: Key.ctrl_l
2021-11-30 17:30:17,321: Key.ctrl_l
2021-11-30 17:30:17,361: Key.ctrl_l
2021-11-30 17:30:17,382: '\x12'
2021-11-30 17:30:43,950: Key.shift
2021-11-30 17:30:44,204: Key.shift
2021-11-30 17:30:44,244: Key.shift
2021-11-30 17:30:44,284: Key.shift
2021-11-30 17:30:44,325: Key.shift
2021-11-30 17:30:44,355: 'T'
2021-11-30 17:30:44,710: 'h'
2021-11-30 17:30:44,934: 'n'
2021-11-30 17:30:45,460: Key.backspace
2021-11-30 17:30:45,754: 'a'
2021-11-30 17:30:45,845: 'n'
2021-11-30 17:30:46,332: 'k'
2021-11-30 17:30:46,667: Key.space
2021-11-30 17:30:46,980: 'y'
2021-11-30 17:30:47,072: 'o'
2021-11-30 17:30:47,335: 'u'
2021-11-30 17:30:47,699: Key.enter
2021-11-30 17:30:50,579: Key.esc
2021-11-30 17:31:56,609: 'a'
2021-11-30 17:31:56,833: 'y'
2021-11-30 17:31:57,085: 'y'
2021-11-30 17:31:57,298: Key.space
2021-11-30 17:31:57,470: 'b'
2021-11-30 17:31:57,581: 'h'
2021-11-30 17:31:57,643: 'a'
2021-11-30 17:31:57,797: 'i'
2021-11-30 17:31:57,979: Key.space
2021-11-30 17:31:58,172: 'm'
2021-11-30 17:31:58,192: 'e'
2021-11-30 17:31:58,323: 'r'
2021-11-30 17:31:58,525: 'a'
2021-11-30 17:31:58,605: Key.space
2021-11-30 17:31:59,062: 'l'
2021-11-30 17:31:59,205: 'a'
2021-11-30 17:31:59,671: Key.backspace
2021-11-30 17:31:59,925: 'o'
2021-11-30 17:32:00,056: Key.space
2021-11-30 17:32:00,208: 'n'
2021-11-30 17:32:00,319: 'a'
2021-11-30 17:32:00,684: Key.enter
2021-11-30 17:34:53,008: Key.ctrl_l
2021-11-30 17:34:53,261: Key.ctrl_l
2021-11-30 17:34:53,302: '\x14'
2021-11-30 17:34:53,729: 'h'
2021-11-30 17:34:53,891: 'o'
2021-11-30 17:34:54,104: 'w'
2021-11-30 17:34:54,284: Key.space
2021-11-30 17:34:54,467: 'm'
2021-11-30 17:34:54,548: 'a'
2021-11-30 17:34:54,650: 'n'
2021-11-30 17:34:54,802: 'y'
2021-11-30 17:34:54,985: Key.space
2021-11-30 17:34:55,116: 'w'
2021-11-30 17:34:55,217: 'e'
2021-11-30 17:34:55,319: 'b'
2021-11-30 17:34:55,450: 's'
2021-11-30 17:34:55,644: 't'
2021-11-30 17:34:56,069: Key.backspace
2021-11-30 17:34:56,301: 'i'
2021-11-30 17:34:56,504: 't'
2021-11-30 17:34:56,565: 'e'
2021-11-30 17:34:56,859: 's'
2021-11-30 17:34:57,532: Key.right
2021-11-30 17:34:59,925: Key.down
2021-11-30 17:35:00,509: Key.enter
2021-11-30 17:39:26,254: '1'
2021-11-30 17:39:33,421: Key.ctrl_l
2021-11-30 17:39:33,573: '\x03'
2021-11-30 17:39:35,762: Key.ctrl_l
2021-11-30 17:39:35,903: '\x16'
2021-11-30 17:39:36,867: Key.ctrl_l
2021-11-30 17:39:36,979: '\x01'
2021-11-30 17:39:37,181: Key.backspace
2021-11-30 17:39:37,854: Key.cmd
2021-11-30 17:39:38,195: 'c'
2021-11-30 17:39:38,275: 'a'
2021-11-30 17:39:38,449: 'l'
2021-11-30 17:39:40,414: 'c'
2021-11-30 17:39:40,536: 'a'
2021-11-30 17:39:40,718: 'l'
2021-11-30 17:39:41,408: 'c'
2021-11-30 17:39:41,622: 'a'
2021-11-30 17:39:41,652: 'l'
2021-11-30 17:39:43,425: 'c'
2021-11-30 17:39:43,618: 'a'
2021-11-30 17:39:49,965: Key.alt_l
2021-11-30 17:39:50,086: Key.tab
2021-11-30 17:39:51,567: Key.ctrl_l
2021-11-30 17:39:51,730: '\x16'
2021-11-30 17:40:40,618: 'm'
2021-11-30 17:40:40,709: 'o'
2021-11-30 17:40:40,881: 'n'
2021-11-30 17:40:40,972: 't'
2021-11-30 17:40:41,115: 'h'
2021-11-30 17:40:41,306: 'i'
2021-11-30 17:40:41,673: Key.space
2021-11-30 17:40:42,027: Key.backspace
2021-11-30 17:40:42,190: Key.backspace
2021-11-30 17:40:42,483: Key.space
2021-11-30 17:40:42,641: 't'
2021-11-30 17:40:42,748: 'o'
2021-11-30 17:40:43,021: Key.space
2021-11-30 17:40:43,234: 'y'
2021-11-30 17:40:44,241: Key.down
2021-11-30 17:40:44,542: Key.enter
2021-11-30 17:40:48,139: Key.backspace
2021-11-30 17:40:49,072: '4'
2021-11-30 17:40:49,416: '0'
2021-11-30 17:40:49,731: '7'
2021-11-30 17:40:49,862: '1'
2021-11-30 17:41:01,154: Key.ctrl_l
2021-11-30 17:41:01,389: '\x13'
2021-11-30 17:41:09,790: 'g'
2021-11-30 17:41:09,901: 'm'
2021-11-30 17:41:10,053: 'i'
2021-11-30 17:41:10,093: 'a'
2021-11-30 17:41:10,255: 'l'
2021-11-30 17:41:10,398: Key.enter
2021-11-30 17:41:33,511: 'f'
2021-11-30 17:41:33,714: 'a'
2021-11-30 17:41:33,779: 'h'
2021-11-30 17:41:33,886: 'a'
2021-11-30 17:41:34,079: 'd'
2021-11-30 17:41:34,342: 'r'
2021-11-30 17:41:34,433: 'a'
2021-11-30 17:41:34,515: 'o'
2021-11-30 17:41:35,143: '1'
2021-11-30 17:41:37,586: Key.ctrl_l
2021-11-30 17:41:37,698: '\x16'
2021-11-30 17:41:38,487: Key.ctrl_l
2021-11-30 17:41:38,629: '\x01'
2021-11-30 17:41:44,914: Key.esc
2021-12-01 09:13:58,101: Key.enter
2021-12-01 09:13:58,946: Key.enter
2021-12-01 09:14:02,371: Key.enter
2021-12-01 09:14:04,544: Key.enter
2021-12-01 09:14:06,526: Key.enter
2021-12-01 09:14:07,301: Key.enter
2021-12-01 09:14:08,346: Key.enter
2021-12-01 09:14:09,323: Key.enter
2021-12-01 09:14:09,545: Key.enter
2021-12-01 09:14:09,760: Key.enter
2021-12-01 09:14:10,002: Key.space
2021-12-01 09:14:16,389: Key.space
2021-12-01 09:14:29,735: 'm'
2021-12-01 09:14:29,920: 'u'
2021-12-01 09:14:30,193: 'l'
2021-12-01 09:14:30,385: 'a'
2021-12-01 09:14:30,643: 'c'
2021-12-01 09:14:30,704: 'o'
2021-12-01 09:14:30,919: 'n'
2021-12-01 09:14:31,071: 'n'
2021-12-01 09:14:31,152: 'e'
2021-12-01 09:14:31,313: 'c'
2021-12-01 09:14:31,938: 't'
2021-12-01 09:14:32,322: Key.enter
2021-12-01 09:14:38,886: Key.space
2021-12-01 09:14:38,981: 'c'
2021-12-01 09:14:40,203: Key.ctrl_l
2021-12-01 09:14:40,334: Key.ctrl_l
2021-12-01 09:14:40,520: '\x03'
2021-12-01 09:14:40,713: '\x03'
2021-12-01 09:14:40,905: '\x03'
2021-12-01 09:14:41,060: '\x03'
2021-12-01 09:14:43,136: Key.ctrl_l
2021-12-01 09:14:43,329: '\x03'
2021-12-01 09:14:43,575: '\x03'
2021-12-01 09:14:43,797: '\x03'
2021-12-01 09:14:44,033: '\x03'
